,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ID,Name ID,Race,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Alignment  1,Alignment 2,Guest Character Identity,Guest Character Conditions?,Unknown,Level,Compendium,Unknown,Unknown,Unknown,Unknown,Basic Attack Hit,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HP,MP,HP Growth,MP Growth,Strength,Vitality,Magic,Agility,Luck,Strength Growth,Vitality Growth,Magic Growth,Agility Growth,Luck Growth,Growth Total,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Guest Character,Unknown,Unknown,Unknown,Unknown,Compendium Cost Multiplier?,Unknown,Unknown,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10,Skill 11,Skill 12,Skill Level 1,Skill at Skill Level 1,Skill Level 2,Skill at Skill Level 2,Skill Level 3,Skill at Skill Level 3,Skill Level 4,Skill at Skill Level 4,Skill Level 5,Skill at Skill Level 5,Skill Level 6,Skill at Skill Level 6,Skill Level 7,Skill at Skill Level 7,Skill Level 8,Skill at Skill Level 8,Skill Level 9,Skill at Skill Level 9,Skill Level 10,Skill at Skill Level 10,Skill Level 11,Skill at Skill Level 11,Skill Level 12,Skill at Skill Level 12,Innate Skill,Phys,Fire,Ice,Elec,Force,Light,Dark,Almighty,Poison,Vertigo,Confusion,Charm,Sleep,Seal,Stray,Burn,Freeze,Shock,Laceration,Stone,Mirage,Mud,Recv00,Recv01,Recv02,Recv03,Recv04,Recv05,PotPhys,PotFire,PotIce,PotElec,PotForce,PotLight,PotDark,PotAlmighty,PotAilment,PotSupport,PotHeal,Recovery NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Armaiti,251,251,2 (Herald),0,1,0,0,0,1,2 (Light),4 (Law),0,0,0,53,1,0,1,1,0,98,0,5,100,70,100,0,245,259,19,24,27,33,48,38,35,15,18,26,21,20,100,10,11,0,0,87,0,0,0,0,0,0,0,235,30,0,0,100,4,0,Skill_SpiritDrain (80),Skill_Mediarama (101),Skill_Tetrakarn (139),,,,,,,,,,54,440,55,99,56,74,,,,,,,,,,,,,,,,,,,Skill_HeartofDevotion (628),100,100,100,125,125,Null (0),Null (0),100,50,100,50,50,50,50,100,100,100,100,100,100,50,100,100,100,100,100,100,100,-3,0,0,0,0,0,0,4,-2,1,2,2,0,0,120,0,120,0
Jack Frost,252,58,2 (Herald),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,253,58,2 (Herald),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Throne,254,254,5 (Divine),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,64,1,0,1,1,0,98,0,5,100,70,100,0,327,313,19,24,28,44,54,41,47,13,20,26,19,22,100,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Maragidyne (11),Skill_Mahamaon (71),Skill_Mediarama (101),,,,,,,,,,65,364,66,422,67,503,,,,,,,,,,,,,,,,,,,Skill_LightedWheel (673),100,Null (0),125,100,100,Null (0),125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,4,-3,0,0,4,-6,0,0,0,1,1,0,0,88,99,88,99
Dominion,255,255,5 (Divine),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,50,1,0,1,1,0,98,0,5,100,70,100,0,223,253,18,25,23,28,48,35,40,13,16,28,21,22,100,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Hamaon (68),Skill_Diarahan (99),,,,,,,,,,,51,44,52,137,53,140,,,,,,,,,,,,,,,,,,,Skill_ScalesofDominion (582),100,100,100,Null (0),125,Null (0),125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,3,0,3,-5,0,0,2,1,1,0,0,120,0,120,0
Power,256,256,5 (Divine),1,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,39,1,0,1,1,0,98,0,5,100,70,100,0,239,153,25,17,31,36,27,21,25,22,28,18,15,17,100,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_FangBreaker (171),Skill_WhiteDracostrike (245),Skill_LightBlock (368),,,,,,,,,,40,248,41,158,42,125,,,,,,,,,,,,,,,,,,,Skill_FrontlineAdaptability (621),100,100,100,50,125,Null (0),125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,0,0,0,0,3,-6,0,0,0,1,1,0,0,120,0,120,0
Principality,257,257,5 (Divine),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,28,1,0,1,1,0,98,0,5,100,70,100,0,130,175,20,23,13,16,34,22,22,11,15,30,21,23,100,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Mahama (70),Skill_Diarama (98),,,,,,,,,,,29,68,30,368,31,431,,,,,,,,,,,,,,,,,,,Skill_BlessedMelody (595),100,100,100,100,100,Null (0),125,100,100,100,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,4,-5,0,0,1,2,2,0,0,120,0,120,0
Archangel,258,258,5 (Divine),1,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,18,1,0,1,1,0,98,0,5,100,70,100,0,102,114,22,20,15,14,16,18,16,18,19,17,24,22,100,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_HeatWave (161),Skill_Hama (67),,,,,,,,,,,19,128,20,242,21,3,,,,,,,,,,,,,,,,,,,Skill_FocusedAssault (656),100,100,100,125,100,Null (0),125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,0,0,0,3,-5,0,0,0,0,0,0,0,120,0,120,0
Angel,259,259,5 (Divine),1,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,10,1,0,1,1,0,98,0,5,100,70,100,0,59,103,18,24,6,8,16,12,12,12,16,26,22,24,100,10,7,0,0,85,5,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Hama (67),Skill_HumbleBlessing (280),,,,,,,,,,,11,107,13,115,,,,,,,,,,,,,,,,,,,,,Skill_BlessedMelody (595),100,100,100,100,125,Null (0),125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,-3,3,-4,0,0,2,2,2,0,0,120,0,120,0
Cherub,260,260,5 (Divine),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,71,1,0,1,1,0,98,0,5,100,70,100,0,348,351,19,24,34,42,60,55,50,14,18,25,23,20,100,10,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_JudgmentLight (873),Skill_WindBreath (59),Skill_Megidola (74),,,,,,,,,,72,52,73,69,74,426,,,,,,,,,,,,,,,,,,,Skill_PandemonicFeast (632),100,100,100,100,Drain (1000),50,125,100,100,100,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,3,4,-4,1,0,-3,0,0,0,0,88,170,88,170
Jack Frost,261,58,5 (Divine),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,31,64,19,23,4,4,3,6,5,17,18,15,26,24,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,262,58,5 (Divine),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,263,58,5 (Divine),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Abdiel,264,240,30 (Fallen),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,89,1,0,1,1,0,98,0,5,100,70,100,0,596,451,21,22,70,65,85,83,51,19,18,24,24,15,100,10,6,1,1,35,34,0,0,0,0,0,0,173,2,0,0,100,4,0,Skill_FallenDestroyer (270),Skill_AkashicArts (160),Skill_Mazanbarion (57),Skill_Mudobarion (63),,,,,,,,,90,28,91,404,92,502,,,,,,,,,,,,,,,,,,,Skill_ServantofGod (633),100,100,50,50,50,125,Repel (999),100,100,100,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,4,0,2,-5,7,0,0,0,-3,-3,0,0,120,0,120,0
Adramelech,265,265,30 (Fallen),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,71,1,0,1,1,0,98,0,5,100,70,100,0,402,310,21,20,57,39,62,50,32,24,15,25,19,16,99,10,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_HellishBrand (221),Skill_PowerPunch (170),Skill_Agibarion (7),Skill_Mudobarion (63),,,,,,,,,72,406,73,192,75,492,,,,,,,,,,,,,,,,,,,Skill_FireGestalt (647),100,50,125,100,100,100,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,6,-5,0,0,0,2,0,0,0,0,0,0,0,6,0,6,0
Flauros,266,266,30 (Fallen),1,1,0,0,1,1,1 (Neutral),5 (Chaos),0,0,0,50,1,0,1,1,0,98,0,5,100,70,100,0,285,182,23,18,50,36,30,36,20,27,21,16,21,15,100,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_DamascusClaw (196),Skill_BlackDracostrike (244),Skill_Restore (464),,,,,,,,,,51,5,52,144,53,204,,,,,,,,,,,,,,,,,,,Skill_PawtoPawCombat (564),100,Null (0),125,100,100,100,50,100,100,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,4,-6,0,0,0,2,0,0,0,0,0,0,0,19,0,126,0
Nebiros,267,267,30 (Fallen),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,67,1,0,1,1,0,98,0,5,100,70,100,0,300,365,18,25,27,30,67,42,56,12,14,29,20,25,100,10,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Mamudoon (65),Skill_Megidola (74),,,,,,,,,,,68,426,69,81,70,505,,,,,,,,,,,,,,,,,,,Skill_DarkEnhancer (605),100,100,100,100,125,125,Repel (999),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,-3,-3,4,2,0,0,0,0,0,0,88,91,88,91
Berith,268,268,30 (Fallen),1,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,24,1,0,1,1,0,98,0,5,100,70,100,0,144,101,24,17,26,24,13,18,14,28,23,16,18,15,100,10,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_PierceArmor (173),Skill_BloodyGlee (480),,,,,,,,,,,25,242,26,3,27,167,,,,,,,,,,,,,,,,,,,Skill_FrontlineAdaptability (621),100,50,125,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,2,-3,0,0,0,0,0,0,0,-1,-1,0,0,51,54,51,54
Ose,269,269,30 (Fallen),1,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,44,1,0,1,1,0,98,0,5,100,70,100,0,264,169,23,18,45,35,21,33,26,28,23,12,22,15,100,10,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_CriticalSlash (242),Skill_CriticalWave (167),Skill_BeastEye (478),,,,,,,,,,45,142,46,174,47,179,,,,,,,,,,,,,,,,,,,Skill_PawtoPawCombat (564),100,125,Null (0),100,100,100,Null (0),100,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,0,0,0,0,0,0,0,-3,3,0,0,0,0,67,77,141,146
Eligor,270,270,30 (Fallen),1,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,37,1,0,1,1,0,98,0,5,100,70,100,0,214,157,25,16,38,32,19,24,20,26,26,15,18,15,100,10,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_DarkSword (188),Skill_Blight (186),Skill_Riberama (929),,,,,,,,,,38,3,39,464,40,123,,,,,,,,,,,,,,,,,,,Skill_PhysGestalt (646),100,Null (0),100,125,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,2,0,-3,0,0,0,0,0,1,0,0,0,0,51,66,51,66
Forneus,271,271,30 (Fallen),0,1,0,1,0,1,1 (Neutral),5 (Chaos),0,0,0,31,1,0,1,1,0,98,0,5,100,70,100,0,141,170,23,18,19,20,26,24,25,17,18,21,22,22,100,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Mabufula (25),Skill_IceBreath (29),Skill_Marakunda (135),,,,,,,,,,32,96,33,365,34,439,,,,,,,,,,,,,,,,,,,Skill_BestFriend (569),100,100,Drain (1000),125,100,125,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,4,-5,0,-3,2,0,2,2,0,0,0,0,51,66,51,66
Andras,272,272,30 (Fallen),0,1,0,0,1,1,1 (Neutral),5 (Chaos),0,0,0,18,1,0,1,1,0,98,0,5,100,70,100,0,92,108,19,23,13,13,12,20,19,18,18,15,26,23,100,10,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Poisma (85),Skill_Sukukaja (122),,,,,,,,,,,19,167,20,195,21,48,,,,,,,,,,,,,,,,,,,Skill_CatastrophicGales (672),100,100,Null (0),125,100,125,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,2,-2,0,0,1,2,0,0,0,0,51,53,51,53
Decarabia,273,273,30 (Fallen),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,55,1,0,1,1,0,98,0,5,100,70,100,0,276,269,20,24,31,33,48,33,41,16,18,26,18,22,100,10,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_HellGaze (844),Skill_Agidyne (5),Skill_Tetrakarn (139),,,,,,,,,,56,74,57,154,58,65,,,,,,,,,,,,,,,,,,,Skill_KeptWaiting (570),100,100,100,100,100,125,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,2,0,0,0,-4,3,2,1,0,0,0,0,0,88,89,88,89
Halphas,274,274,30 (Fallen),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,11,1,0,1,1,0,98,0,5,100,70,100,0,62,89,19,24,6,6,13,15,15,14,15,20,26,25,100,10,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Dormina (83),Skill_MarinKarin (91),,,,,,,,,,,12,54,14,93,,,,,,,,,,,,,,,,,,,,,Skill_VirusCarrier (637),100,100,100,125,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,-2,2,0,0,-2,2,0,0,0,0,0,31,158,31,158
Azazel,275,275,30 (Fallen),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,61,1,0,1,1,0,98,0,5,100,70,100,0,350,297,22,22,38,44,56,32,34,19,23,28,15,15,100,10,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Agidyne (5),Skill_Mazandyne (56),Skill_Mediarama (101),,,,,,,,,,62,11,63,465,64,425,,,,,,,,,,,,,,,,,,,Skill_PowerMenace (550),100,Null (0),100,125,Null (0),125,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,3,0,-4,3,-2,0,0,0,0,2,2,0,0,120,0,120,0
Jack Frost,276,58,30 (Fallen),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,277,58,30 (Fallen),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Garuda,278,278,4 (Avian),0,1,0,0,1,1,2 (Light),4 (Law),0,0,0,64,1,0,1,1,0,98,0,5,100,70,100,0,319,302,20,23,46,33,32,56,51,21,16,15,26,24,102,10,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_YabusameShot (211),Skill_Mazandyne (56),Skill_Masukukaja (123),Skill_Retaliate_PassivePart (435),,,,,,,,,65,367,66,426,67,166,,,,,,,,,,,,,,,,,,,Skill_ForceEnhancer (603),100,100,100,125,Drain (1000),50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,0,0,-4,5,0,0,0,0,1,0,0,0,0,120,0,120,0
Zhuque,279,279,4 (Avian),0,1,1,0,0,1,2 (Light),4 (Law),0,0,0,43,1,0,1,1,0,98,0,5,100,70,100,0,188,219,18,25,23,24,41,36,28,13,16,27,23,21,100,10,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Agilao (3),Skill_Matarunda (129),Skill_FirePleroma (491),,,,,,,,,,44,10,45,364,46,137,,,,,,,,,,,,,,,,,,,Skill_AuspiciousBeast (565),100,Null (0),125,100,100,100,100,100,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,5,-6,0,0,0,0,0,1,1,0,0,0,0,120,0,120,0
Yatagarasu,280,280,4 (Avian),0,1,0,0,0,1,2 (Light),4 (Law),0,0,0,54,1,0,1,1,0,98,0,5,100,70,100,0,258,296,20,23,31,33,42,44,39,16,17,20,25,22,100,10,5,0,0,87,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_WindBreath (59),Skill_Hamaon (68),Skill_Diarahan (99),,,,,,,,,,55,430,56,363,57,211,,,,,,,,,,,,,,,,,,,Skill_Helmsman (654),100,100,100,100,50,Null (0),125,100,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,2,4,-7,0,0,2,2,2,0,0,120,0,120,0
Jatayu,281,281,4 (Avian),0,1,0,0,1,1,2 (Light),4 (Law),0,0,0,32,1,0,1,1,0,98,0,5,100,70,100,0,165,158,22,18,22,24,18,27,26,21,21,14,23,21,100,10,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_AxelClaw (199),Skill_Mazanma (55),Skill_Masukukaja (123),,,,,,,,,,33,367,34,144,35,497,,,,,,,,,,,,,,,,,,,Skill_CriticalMelody (590),100,100,100,125,Drain (1000),100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,4,0,-3,0,0,3,0,0,0,0,120,0,120,0
Feng Huang,282,282,4 (Avian),0,1,1,0,0,1,2 (Light),4 (Law),0,0,0,22,1,0,1,1,0,98,0,5,100,70,100,0,128,116,24,21,16,16,20,20,17,16,16,25,24,19,100,10,1,0,0,87,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Agilao (3),Skill_WindBreath (59),Skill_Media (100),,,,,,,,,,23,429,24,14,25,209,,,,,,,,,,,,,,,,,,,Skill_FieryMelody (591),100,Null (0),100,100,50,100,125,100,100,100,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,4,0,0,2,0,-4,0,0,0,3,3,0,0,120,0,120,0
Thunderbird,283,283,4 (Avian),0,1,0,0,0,1,2 (Light),4 (Law),0,0,0,38,1,0,1,1,0,98,0,5,100,70,100,0,192,172,21,21,27,18,32,36,21,20,17,22,23,18,100,10,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Zionga (33),Skill_Mazionga (40),Skill_ElecPleroma (495),,,,,,,,,,39,133,40,143,41,438,,,,,,,,,,,,,,,,,,,Skill_ElecGestalt (649),100,100,100,Null (0),125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,5,-3,0,0,0,0,2,0,0,0,0,120,0,120,0
Jack Frost,284,58,4 (Avian),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,285,58,4 (Avian),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,286,58,4 (Avian),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Anzu,287,287,8 (Raptor),0,1,1,0,1,1,3 (Dark),4 (Law),0,0,0,48,1,0,1,1,0,98,0,5,100,70,100,0,272,176,23,18,39,32,24,45,26,25,20,14,24,17,100,10,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_DamascusClaw (196),Skill_SteelNeedle (212),,,,,,,,,,,49,33,50,123,51,108,,,,,,,,,,,,,,,,,,,Skill_TabletofDestinies (692),100,100,100,Null (0),125,100,100,100,100,100,100,100,125,50,100,100,100,100,100,100,Null (0),100,100,100,100,100,100,100,3,0,0,2,-4,0,0,0,0,1,0,0,0,0,67,80,141,147
Zhen,288,288,8 (Raptor),0,1,1,0,1,1,3 (Dark),4 (Law),0,0,0,14,1,0,1,1,0,98,0,5,100,70,100,0,73,97,19,23,15,11,9,14,16,20,18,13,22,27,100,10,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_NeedleSpray (209),Skill_ToxicSting (208),,,,,,,,,,,16,31,17,210,,,,,,,,,,,,,,,,,,,,,Skill_DeathlyAffliction (587),100,125,100,100,100,100,50,100,50,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,2,-3,0,1,0,0,0,0,2,0,0,0,0,0,31,39,31,39
Muu Shuwuu,289,289,8 (Raptor),0,1,1,0,0,1,3 (Dark),4 (Law),0,0,0,38,1,0,1,1,0,98,0,5,100,70,100,0,175,202,18,25,16,20,34,36,29,13,16,25,24,22,100,10,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_MaidensMorsel (839),Skill_Mazanma (55),Skill_Tetrakarn (139),,,,,,,,,,39,135,40,100,41,468,,,,,,,,,,,,,,,,,,,Skill_VinylBomb_PassivePart (689),100,125,100,100,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,-3,0,0,3,0,0,0,0,2,1,1,0,0,67,71,141,148
Onmoraki,290,290,8 (Raptor),0,1,0,0,0,1,3 (Dark),4 (Law),0,0,0,4,1,0,1,1,0,98,0,5,100,70,100,0,42,59,19,21,5,8,8,7,6,17,19,24,20,20,100,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Agi (1),,,,,,,,,,,,5,89,6,61,,,,,,,,,,,,,,,,,,,,,Skill_FieryMelody (591),100,50,125,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,100,100,100,100,100,100,100,0,2,-3,0,0,0,1,0,0,0,0,0,0,0,31,34,31,34
Gurulu,291,291,8 (Raptor),0,1,0,0,0,1,3 (Dark),4 (Law),0,0,0,68,1,0,1,1,0,98,0,5,100,70,100,0,333,346,18,24,44,35,39,59,53,20,15,18,25,22,100,10,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_SlumberVortex (82),Skill_Mazandyne (56),Skill_DarkSword (188),,,,,,,,,,69,211,70,52,72,197,,,,,,,,,,,,,,,,,,,Skill_CatastrophicGales (672),100,100,100,100,Null (0),125,100,100,50,100,100,100,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,2,0,0,0,3,-4,0,0,3,0,-2,-2,0,0,88,171,88,171
